Date,Description,Original Description,Amount,Transaction Type,Category,Account Name
10/5/2018,Starbucks,STARBUCKS 800-782-7282 WA 91125991WMHFWLE8,10,debit,Coffee Shops,Discover it Card
10/5/2018,Potbelly Sandwich Works,POTBELLY #70,23.17,debit,Fast Food,Chase Saphire
10/5/2018,Itr Tolls,ITR WESTPOINT TOLLS,2.4,debit,Travel,Chase Saphire
10/5/2018,Marriott,MARRIOTT INDY,465.66,debit,Hotel,Chase Saphire
10/5/2018,BP,BP#8305765FILLMORE BP,39.14,debit,Gas & Fuel,Chase Saphire
10/5/2018,Itr Lake Station,ITR LAKE STATION TOLLS,1,debit,Travel,Chase Saphire
10/7/2018,Comcast,COMCAST CHICAGO,44.99,debit,Television,JOINT CASHBACK CHECKING
10/7/2018,Arby's,ARBYS #6186 KENTWOOD,23.9,debit,Fast Food,Chase Saphire
10/7/2018,Skyway Concession,SKYWAY CONCESSION CO,5.2,debit,Travel,Chase Saphire
10/7/2018,Jets Pizza,JETS PIZZA   MI35,45.09,debit,Fast Food,Chase Saphire
10/7/2018,Michaels,MICHAELS STORES 2861,19.36,debit,Hobbies,Chase Saphire
10/7/2018,Kroger,KROGER 448,27.54,debit,Groceries,Chase Saphire
10/7/2018,Target,TARGET        00013136,15.36,debit,Shopping,Chase Saphire
10/8/2018,Itr Tolls,ITR WESTPOINT TOLLS,2.4,debit,Travel,Chase Saphire
10/8/2018,Itr Lake Station,ITR LAKE STATION TOLLS,1,debit,Travel,Chase Saphire
10/8/2018,Meat,MEAT,59.18,debit,Groceries,Chase Saphire
10/9/2018,University Pathologists PC,UNIVERSITY PATHOLOGY DIA,3.5,debit,Doctor,Chase Saphire
10/9/2018,Marathon,MARATHON PETRO133132,30.62,debit,Gas & Fuel,Chase Saphire
10/9/2018,Skyway Concession,SKYWAY CONCESSION CO,5.2,debit,Travel,Chase Saphire
10/9/2018,Maple Theatre Restaur,THE MAPLE THEATRE RESTAUR,10.75,debit,Movies & DVDs,Chase Saphire
10/9/2018,Persis Indian Grill,PERSIS INDIAN GRILL,61.88,debit,Fast Food,Chase Saphire
10/10/2018,Starbucks,STARBUCKS 800-782-7282 WA 97305647OMXD4NSS,10,debit,Coffee Shops,Discover it Card
10/11/2018,Amazon,AMZN Mktp US*MT3EB5I02,30.99,debit,Shopping,Amazon Rewards
10/11/2018,Chase,ACH Withdrawal CHASE CREDIT CRD,1202.37,debit,Credit Card Payment,Discover Savings
10/11/2018,Tst Pork Mindy,TST* PORK & MINDY S - WEL,8.82,debit,Restaurants,Chase Saphire
10/11/2018,7-Eleven,7-ELEVEN 33839,8.47,debit,Fast Food,Chase Saphire
10/12/2018,Figs,AMZ*FIGS Inc.,146.2,debit,Restaurants,Amazon Rewards
10/12/2018,Amazon,AMZN Mktp US*MT9436930,21.99,debit,Shopping,Amazon Rewards
10/12/2018,Starbucks,STARBUCKS STORE 02337,0.15,debit,Coffee Shops,Chase Saphire
10/12/2018,Pontiac,05958 - CITY OF PONTIAC,2,debit,Auto Payment,Chase Saphire
10/12/2018,Pontiac,05958 - CITY OF PONTIAC,3.25,debit,Auto Payment,Chase Saphire
10/14/2018,Tst Firecakes Wells,TST* FIRECAKES - WELLS ST,9.02,debit,Food & Dining,Chase Saphire
10/15/2018,Starbucks,STARBUCKS 800-782-7282 WA 97581763FN0I0TKS,15,debit,Coffee Shops,Discover it Card
10/16/2018,Coin Mach,COINMACH CHICAGO IL,1.75,debit,Home,Chase Saphire
10/16/2018,Coin Mach,COINMACH CHICAGO IL,1.75,debit,Home,Chase Saphire
10/16/2018,Coin Mach,COINMACH CHICAGO IL,1.75,debit,Home,Chase Saphire
10/16/2018,7-Eleven,7-ELEVEN 33839,22.99,debit,Fast Food,Chase Saphire
10/16/2018,Dunkin Donuts,DUNKIN #353478 Q35,4,debit,Coffee Shops,Chase Saphire
10/16/2018,Coin Mach,COINMACH CHICAGO IL,1.75,debit,Home,Chase Saphire
10/16/2018,Chase Crdtype Epay,ACH Withdrawal CHASE CREDIT CRDTYPE: EPAY ID: XXXXXXXXXXCO: CHASE CREDIT CRD,210.52,debit,Credit Card Payment,88 Totally Green Checking
10/17/2018,Starbucks,STARBUCKS 800-782-7282 WA 716038071NBI0J6R,15,debit,Coffee Shops,Discover it Card
10/17/2018,Tst Firecakes Wells,TST* FIRECAKES - WELLS ST,6.31,debit,Food & Dining,Chase Saphire
10/17/2018,Potbelly Sandwich Works,POTBELLY #70,19.46,debit,Fast Food,Chase Saphire
10/17/2018,McDonald's,MCDONALD'S F36148,8.91,debit,Fast Food,Chase Saphire
10/17/2018,7-Eleven,7-ELEVEN 33839,6.9,debit,Fast Food,Chase Saphire
10/19/2018,ComEd,ACH Withdrawal COMED,35.73,debit,Utilities,JOINT CASHBACK CHECKING
10/19/2018,Lzl Trading,"SQ *LZL TRADING, INC",5.5,debit,Coffee Shops,Chase Saphire
10/20/2018,Uber.com,UBER TRIP A7C7Y 866-576-1039 CA,10.38,debit,Rental Car & Taxi,Discover it Card
10/21/2018,Itr Lake Station,ITR LAKE STATION TOLLS,1,debit,Travel,Chase Saphire
10/21/2018,Bistro A Vita,BISTRO BELLA VITA,102.33,debit,Restaurants,Chase Saphire
10/21/2018,Speedway,SPEEDWAY 05399 583,28.7,debit,Gas & Fuel,Chase Saphire
10/21/2018,Speedway,SPEEDWAY 05399 583,11.75,debit,Gas & Fuel,Chase Saphire
10/21/2018,McDonald's,MCDONALD'S F25301,12.82,debit,Fast Food,Chase Saphire
10/21/2018,Forest Hill,FOREST HILLS FOODS 1400,28.92,debit,Air Travel,Chase Saphire
10/21/2018,Espresso Royale Llc,"SQ *ESPRESSO ROYALE,LLC",4.32,debit,Coffee Shops,Chase Saphire
10/21/2018,Itr Tolls,ITR WESTPOINT TOLLS,7.1,debit,Travel,Chase Saphire
10/21/2018,Skyway Concession,SKYWAY CONCESSION CO,5.2,debit,Travel,Chase Saphire
10/22/2018,Starbucks,STARBUCKS 800-782-7282 WA 98340983GNBPTJ8T,10,debit,Coffee Shops,Discover it Card
10/22/2018,Uber.com,UBER   *TRIP GUD74,24.74,debit,Rental Car & Taxi,Chase Saphire
10/22/2018,Uber.com,UBER   *TRIP F4NW2,35.17,debit,Rental Car & Taxi,Chase Saphire
10/22/2018,McDonald's,MCDONALD'S F22821,10.9,debit,Fast Food,Chase Saphire
10/22/2018,Marathon,MARATHON PETRO236299,32.04,debit,Gas & Fuel,Chase Saphire
10/22/2018,Transfer to Discover it Card,ACH Withdrawal DISCOVERTYPE: E-PAYMENT ID: XXXXXXXXXXCO: DISCOVER,59.61,debit,Credit Card Payment,88 Totally Green Checking
10/24/2018,Transfer to JOINT CASHBACK CHECKING,Transfer To CHECKING 1348,1300,debit,Transfer,Discover Savings
10/24/2018,Transfer to Discover it Card,ACH Withdrawal DISCOVERTYPE: E-PAYMENT ID: XXXXXXXXXXCO: DISCOVER,10.38,debit,Credit Card Payment,88 Totally Green Checking
10/24/2018,Marriott,MARRIOTT DAYTON,5,debit,Hotel,Chase Saphire
10/24/2018,Aramark,ARAMARK SINCLAIR COMM COL,4.35,debit,Food & Dining,Chase Saphire
10/24/2018,Marriott,MARRIOTT DAYTON,7.61,debit,Hotel,Chase Saphire
10/24/2018,Deweys Pizza,DEWEYS PIZZA DAYTON,21.97,debit,Restaurants,Chase Saphire
10/24/2018,Aramark,ARAMARK SINCLAIR TARTAN M,4.89,debit,Food & Dining,Chase Saphire
10/25/2018,Taqueria Mixteca,TAQUERIA MIXTECA,25.89,debit,Restaurants,Chase Saphire
10/25/2018,Taqueria Mixteca,TAQUERIA MIXTECA,15.45,debit,Restaurants,Chase Saphire
10/25/2018,Marriott,MARRIOTT DAYTON,17.21,debit,Hotel,Chase Saphire
10/25/2018,Marilyns Grill,MARILYNS GRILL,1,debit,Restaurants,Chase Saphire
10/26/2018,Starbucks,STARBUCKS 800-782-7282 WA 981823592NK3JCJO,15,debit,Coffee Shops,Discover it Card
10/26/2018,Aramark,ARAMARK SINCLAIR TARTAN M,7.09,debit,Food & Dining,Chase Saphire
10/28/2018,Marriott,MARRIOTT DAYTON,5.78,debit,Hotel,Chase Saphire
10/28/2018,Tool Town Lounge,TOOL TOWN LOUNGE DAY,30.35,debit,Alcohol & Bars,Chase Saphire
10/28/2018,Uber.com,UBER   *TRIP M736F,1,debit,Rental Car & Taxi,Chase Saphire
10/28/2018,United,UNITED      0162423277104,4.05,debit,Air Travel,Chase Saphire
10/28/2018,United,UNITED      0162929411437,75,debit,Air Travel,Chase Saphire
10/28/2018,Siri Indian Restaurant,SIRI INDIAN RESTAURANT,62.22,debit,Restaurants,Chase Saphire
10/28/2018,Uber.com,UBER   *TRIP M736F,21.35,debit,Rental Car & Taxi,Chase Saphire
10/28/2018,Marriott,MARRIOTT DAYTON,18.59,debit,Hotel,Chase Saphire
10/28/2018,Marriott,MARRIOTT DAYTON,4.84,debit,Hotel,Chase Saphire
10/28/2018,Marriott,MARRIOTT HOTELS DAYTON,612.45,debit,Hotel,Chase Saphire
10/28/2018,7-Eleven,7-ELEVEN 33839,2.18,debit,Fast Food,Chase Saphire
10/28/2018,Marriott,MARRIOTT DAYTON,24.69,debit,Hotel,Chase Saphire
10/29/2018,Chase Ending In,Payment to Chase card ending in5050 10/29,500,debit,Credit Card Payment,TOTAL CHECKING
10/29/2018,Sweet Maple Cafe,SWEET MAPLE CAFE,38.89,debit,Restaurants,Chase Saphire
10/29/2018,Chase Crdtype Epay,ACH Withdrawal CHASE CREDIT CRDTYPE: EPAY ID: XXXXXXXXXXCO: CHASE CREDIT CRD,521.14,debit,Credit Card Payment,88 Totally Green Checking
10/30/2018,Discover,ACH Withdrawal DISCOVER,25,debit,Credit Card Payment,Discover Savings
10/30/2018,Potbelly Sandwich Works,POTBELLY #70,19.29,debit,Fast Food,Chase Saphire
10/30/2018,Transfer to Discover it Card,STARBUCKS,25,debit,Credit Card Payment,Chase Saphire
10/31/2018,Beggars Pizza,BEGGARS PIZZA #17,4.9,debit,Restaurants,Chase Saphire
10/31/2018,Tst Firecakes Wells,TST* FIRECAKES - WELLS ST,6.11,debit,Food & Dining,Chase Saphire
11/1/2018,Jewel,JEWEL-OSCO,30.38,debit,Groceries,Chase Saphire
11/1/2018,Starbucks,STARBUCKS,10,debit,Coffee Shops,Chase Saphire
11/1/2018,Lemonade.com,LEMONADE.COM,7.25,debit,Home Insurance,JOINT CASHBACK CHECKING
11/2/2018,Rosin Eyecare Th,ROSIN EYECARE- CHICAGO-TH,215.23,debit,Eyecare,Chase Saphire
11/2/2018,Tst Pork Mindy,TST* PORK & MINDY S - WEL,11.57,debit,Restaurants,Chase Saphire
11/2/2018,7-Eleven,7-ELEVEN 33839,12.37,debit,Fast Food,Chase Saphire
11/2/2018,I-PASS,IL TWY-IPASS FULFILLMENT,30,debit,Auto & Transport,Chase Saphire
11/4/2018,Amazon,AMZN Mktp US*M82V72X31,26.18,debit,Shopping,Amazon Rewards
11/4/2018,Spotify,SPOTIFY NEW YORK CITYNY,4.99,debit,Music,Discover it Card
11/4/2018,Siri Indian Restaurant,SIRI INDIAN RESTAURANT,30.67,debit,Restaurants,Chase Saphire
11/4/2018,Starbucks,STARBUCKS,20,debit,Coffee Shops,Chase Saphire
11/4/2018,Starbucks,STARBUCKS,10,debit,Coffee Shops,Chase Saphire
11/5/2018,Chase Ending In,Payment to Chase card ending in5050 11/05,300,debit,Credit Card Payment,TOTAL CHECKING
11/5/2018,Transfer to null,Payment to Chase card ending in7099 11/05,14.84,debit,Credit Card Payment,TOTAL CHECKING
11/5/2018,Discover,ACH Withdrawal DISCOVER,122.68,debit,Credit Card Payment,JOINT CASHBACK CHECKING
11/5/2018,Discover,ACH Withdrawal DISCOVER,122.68,debit,Credit Card Payment,JOINT CASHBACK CHECKING
11/5/2018,Uber.com,UBER   *TRIP 5HTA4,9.08,debit,Rental Car & Taxi,Chase Saphire
11/5/2018,Amc Block,0137 AMC BLOCK 37,22.27,debit,Parking,Chase Saphire
11/5/2018,Uber.com,UBER   *TRIP WFTUX,8.84,debit,Rental Car & Taxi,Chase Saphire
11/5/2018,Property Paymen,PROPERTY PAYMEN,1926.08,debit,Mortgage & Rent,JOINT CASHBACK CHECKING
11/5/2018,Transfer to Chase Saphire,ACH Withdrawal CHASE CREDIT CRDTYPE: EPAY ID: XXXXXXXXXXCO: CHASE CREDIT CRD,150,debit,Credit Card Payment,88 Totally Green Checking
11/6/2018,Art Inst Chgo,ART INST CHGO-ONLINE,90,debit,Auto Payment,Chase Saphire
11/6/2018,Potbelly Sandwich Works,POTBELLY #183,9.09,debit,Fast Food,Chase Saphire
11/6/2018,Hbo Dig,GOOGLE *HBO DIG,14.99,debit,Movies & DVDs,JOINT CASHBACK CHECKING
11/7/2018,Tst Pork Mindy,TST* PORK & MINDY S - WEL,8.82,debit,Restaurants,Chase Saphire
11/7/2018,Starbucks,STARBUCKS,10,debit,Coffee Shops,Chase Saphire
11/7/2018,Comcast,COMCAST CHICAGO,44.99,debit,Television,JOINT CASHBACK CHECKING
11/8/2018,GrubHub,GRUBHUBCURRYONFIREIND 877-585-1085 NY,36,debit,Food & Dining,Discover it Card
11/8/2018,Coin Mach,COINMACH CHICAGO IL,1.75,debit,Home,Chase Saphire
11/8/2018,Chilango Il,CHILANGO IL,13.03,debit,Restaurants,Chase Saphire
11/8/2018,Starbucks,STARBUCKS,25,debit,Coffee Shops,Chase Saphire
11/8/2018,Tst Firecakes Wells,TST* FIRECAKES - WELLS ST,5.45,debit,Food & Dining,Chase Saphire
11/8/2018,Coin Mach,COINMACH CHICAGO IL,1.75,debit,Home,Chase Saphire
11/8/2018,Amazon,AMZN Mktp US*M81O568J1,16.19,debit,Shopping,Amazon Rewards
11/9/2018,McDonald's,MCDONALD'S F36148,6.12,debit,Fast Food,Chase Saphire
11/9/2018,The Chicago Council On Global Affairs,THE CHICAGO COUNCIL ON,10,debit,Gifts & Donations,Chase Saphire
11/9/2018,Transfer to Chase Saphire,Payment to Chase card ending in5050 11/09,589.08,debit,Credit Card Payment,TOTAL CHECKING
11/9/2018,Transfer to Amazon Rewards,Payment to Chase card ending in7099 11/09,16.19,debit,Credit Card Payment,TOTAL CHECKING
11/11/2018,Chicago Oral Surgery,CHICAGO ORAL SURGERY & IM,112,debit,Dentist,Chase Saphire
11/11/2018,Starbucks,STARBUCKS,25,debit,Coffee Shops,Chase Saphire
11/12/2018,Target,TARGET.COM  *,219.13,debit,Gift,Chase Saphire
11/12/2018,Jewel,JEWEL-OSCO,5.29,debit,Groceries,Chase Saphire
11/12/2018,Jewel,JEWEL-OSCO,91.13,debit,Groceries,Chase Saphire
11/12/2018,Amazon,AMZN Mktp US*M81507DC2,747.99,debit,Shopping,Amazon Rewards
11/13/2018,The Chicago Council On Global Affairs,THE CHICAGO COUNCIL ON,10,debit,Gifts & Donations,Chase Saphire
11/14/2018,Jewel,JEWEL-OSCO,43.83,debit,Groceries,Chase Saphire
11/14/2018,Transfer to Emergency Fund Savings,ACH Withdrawal DISCOVER BANKTYPE: NET/MOBILE ID: XXXXXXXXXXCO: DISCOVER BANK,150,debit,Savings Transfer,88 Totally Green Checking
11/14/2018,Transfer to Discover it Card,ACH Withdrawal DISCOVERTYPE: E-PAYMENT ID: XXXXXXXXXXCO: DISCOVER,40.99,debit,Credit Card Payment,88 Totally Green Checking
11/15/2018,Dunkin Donuts,DUNKIN #345948 Q35,6.22,debit,Coffee Shops,Chase Saphire
11/15/2018,Transfer to Amazon Rewards,Payment to Chase card ending in7099 11/15,747.99,debit,Credit Card Payment,TOTAL CHECKING
11/15/2018,Transfer to 88 Totally Green Checking,Advance To Share 88,200,debit,Transfer,50 Platinum Visa
11/15/2018,Transfer to Chase Saphire,ACH Withdrawal CHASE CREDIT CRDTYPE: EPAY ID: XXXXXXXXXXCO: CHASE CREDIT CRD,300,debit,Credit Card Payment,88 Totally Green Checking
11/16/2018,Chilango Il,CHILANGO IL,17.1,debit,Restaurants,Chase Saphire
11/16/2018,Uber.com,UBER   *TRIP JJ3RQ,24.33,debit,Rental Car & Taxi,Chase Saphire
11/16/2018,Hudson News,HUDSONNEWS  ST1293,7.65,debit,Newspapers & Magazines,Chase Saphire
11/16/2018,Uber.com,UBER   *TRIP ATLLC,42.59,debit,Rental Car & Taxi,Chase Saphire
11/16/2018,Hertz,HERTZ RENT-A-CAR,61.37,debit,Rental Car & Taxi,Chase Saphire
11/18/2018,Marriott,MARRIOTT DAYTON,15.9,debit,Hotel,Chase Saphire
11/18/2018,Starbucks,STARBUCKS,25,debit,Coffee Shops,Chase Saphire
11/18/2018,Marriott,MARRIOTT DAYTON,4.3,debit,Hotel,Chase Saphire
11/18/2018,Uber.com,UBER   *TRIP TUVLO,21.4,debit,Rental Car & Taxi,Chase Saphire
11/18/2018,Chick-Fil-A,CHICK-FIL-A DAY,8.97,debit,Fast Food,Chase Saphire
11/18/2018,Marriott,MARRIOTT HOTELS DAYTON,116.91,debit,Hotel,Chase Saphire
11/18/2018,Marriott,MARRIOTT DAYTON,10.22,debit,Hotel,Chase Saphire
11/19/2018,Uber.com,UBER   *TRIP 4RONU,10.07,debit,Rental Car & Taxi,Chase Saphire
11/19/2018,Uber.com,UBER   *TRIP THBFW,9.48,debit,Rental Car & Taxi,Chase Saphire
11/20/2018,Coin Mach,COINMACH CHICAGO IL WHEELING IL,1.75,debit,Home,Discover it Card
11/20/2018,Tst Pork Mindy,TST* PORK & MINDY S - WE CHICAGO IL,8.82,debit,Restaurants,Discover it Card
11/20/2018,Msu Federal Cu,ACH Withdrawal MSU FEDERAL CU,200.2,debit,Credit Card Payment,Discover Savings
11/21/2018,ComEd,COMED PAYMENT,32.08,debit,Utilities,Chase Saphire
11/21/2018,7-Eleven,7-ELEVEN 33839,5.88,debit,Fast Food,Chase Saphire
11/22/2018,Starbucks,STARBUCKS,25,debit,Coffee Shops,Chase Saphire
11/22/2018,Udemy,UDEMY ONLINE COURSES,9.99,debit,Tuition,Chase Saphire
11/22/2018,Macy's,MACYS  STATE STREET,55.11,debit,Clothing,Chase Saphire
11/23/2018,Cele Cinema Rivertown,CELE CINEMA RIVERTOWN GRAND RAPIDS MI,7,debit,Movies & DVDs,Discover it Card
11/23/2018,Exxon,EXXONMOBIL GRANDVILLE MI,28.63,debit,Gas & Fuel,Discover it Card
11/23/2018,Cele Cinema Rivertown,CELE CINEMA RIVERTOWN GRAND RAPIDS MI,9.25,debit,Movies & DVDs,Discover it Card
11/23/2018,A & W,A & W #90019 GRANDVILLE MI,7.51,debit,Fast Food,Discover it Card
11/23/2018,7-Eleven,7-ELEVEN 33839,11.02,debit,Fast Food,Chase Saphire
11/23/2018,New York Road Runners,NEW YORK ROAD RUNNERS,25,debit,Gifts & Donations,Chase Saphire
11/23/2018,Tst Intelligentsia Mil,TST* INTELLIGENTSIA - MIL,5.8,debit,Coffee Shops,Chase Saphire
11/23/2018,AAA,AAA MEMBR WEB POC 965,39,debit,Auto Insurance,Chase Saphire
11/23/2018,Citgo,ZARAH CITGO,30.01,debit,Gas & Fuel,Chase Saphire
11/23/2018,Transfer to Chase Saphire,Payment to Chase card ending in5050 11/23,400,debit,Credit Card Payment,TOTAL CHECKING
11/23/2018,Quickpay With Zelle,QuickPay with Zelle payment to Doug Brown 7688207233,200,debit,Credit Card Payment,TOTAL CHECKING
11/24/2018,ULTA,ULTA #267 WALKER MI,62.53,debit,Personal Care,Discover it Card
11/24/2018,Starbucks,STARBUCKS STORE 09651 GRAND RAPIDS MI 00RDO61OCBG9733768,5.25,debit,Coffee Shops,Discover it Card
11/25/2018,Madcap Monroe Gosq,SQ *MADCAP MONROE GOSQ GRAND RAPIDS MI 0001152921508319988885,6.5,debit,Coffee Shops,Discover it Card
11/25/2018,Kroger,KROGER 685,35.08,debit,Groceries,Chase Saphire
11/25/2018,Sidecar Llc,SIDECAR BIRMINGHAM LLC,12.54,debit,Restaurants,Chase Saphire
11/25/2018,City of Birmingham,CITY OF BIRMINGHAM,1,debit,Fees & Charges,Chase Saphire
11/25/2018,Hertz,HERTZ RENT-A-CAR,49.25,debit,Rental Car & Taxi,Chase Saphire
11/25/2018,Jets Pizza,JETS PIZZA   MI35,29.26,debit,Fast Food,Chase Saphire
11/25/2018,Starbucks,STARBUCKS,25,debit,Coffee Shops,Chase Saphire
11/26/2018,Microsoft XBox Live,MICROSOFT *XBOX MSBILL.INFO WA,10.24,debit,Amusement,Discover it Card
11/26/2018,Dairy Queen,DAIRY QUEEN #42443 KENTWOOD MI,4.65,debit,Fast Food,Discover it Card
11/26/2018,BP,BP#5764808PRI-MART #11,14.89,debit,Gas & Fuel,Chase Saphire
11/26/2018,BP,BP#5764808PRI-MART #11,5.98,debit,Gas & Fuel,Chase Saphire
11/26/2018,Udemy,UDEMY ONLINE COURSES,9.99,debit,Tuition,Chase Saphire
11/26/2018,Maple Theatre Restaur,THE MAPLE THEATRE RESTAUR,9.25,debit,Movies & DVDs,Chase Saphire
11/26/2018,Jpmorgan Chasetype Ext,ACH Withdrawal JPMorgan ChaseTYPE: Ext Trnsfr ID: XXXXXXXXXXCO: JPMorgan Chase,78,debit,Mortgage & Rent,88 Totally Green Checking
11/27/2018,Admiral Petroleum Company,ADMIRAL PETROLEUM,18.53,debit,Gas & Fuel,Chase Saphire
11/27/2018,Arby's,ARBYS #6697 SOUTH HAVEN,14.18,debit,Fast Food,Chase Saphire
11/28/2018,Tst Pork Mindy,TST* PORK & MINDY S - WEL,8.82,debit,Restaurants,Chase Saphire
11/28/2018,Jewel,JEWEL-OSCO,55.26,debit,Groceries,Chase Saphire
11/28/2018,Transfer to Chase Saphire,Payment to Chase card ending in5050 11/28,200,debit,Credit Card Payment,TOTAL CHECKING
11/28/2018,Transfer to JOINT CASHBACK CHECKING,Transfer To CHECKING 1348,1300,debit,Transfer,Discover Savings
11/29/2018,Chicago Coalition For,CHICAGO COALITION FOR,51.5,debit,Charity,Chase Saphire
11/29/2018,Il Tollway Auto,IL TOLLWAY AUTO REPLENISH,20,debit,Public Transportation,Chase Saphire
11/30/2018,Ub Dogs,UB DOGS,6.95,debit,Fast Food,Chase Saphire
12/2/2018,Lemonade.com,LEMONADE.COM,7.25,debit,Home Insurance,JOINT CASHBACK CHECKING
12/2/2018,Tst Pork Mindy,TST* PORK & MINDY S - WEL,8.82,debit,Restaurants,Chase Saphire
12/2/2018,Starbucks,STARBUCKS,25,debit,Coffee Shops,Chase Saphire
12/2/2018,Transfer to 50 Platinum Visa,Home Banking Withdrawal To Loan 50,0.04,debit,Credit Card Payment,28 Insured Money Management Acct
12/3/2018,Discover,ACH Withdrawal DISCOVER,144.23,debit,Credit Card Payment,Discover Savings
12/3/2018,Arcadiapower,ARCADIAPOWER,34.57,debit,Utilities,Chase Saphire
12/3/2018,Chilango Il,CHILANGO IL,17.67,debit,Restaurants,Chase Saphire
12/4/2018,Spotify,SPOTIFY NEW YORK CITYNY,4.99,debit,Music,Discover it Card
12/4/2018,Transfer to JOINT CASHBACK CHECKING,Transfer To CHECKING 1348,650,debit,Transfer,Discover Savings
12/4/2018,Chipotle,CHIPOTLE 0091,9.25,debit,Fast Food,Chase Saphire
12/4/2018,Chipotle,CHIPOTLE 0091,1.73,debit,Fast Food,Chase Saphire
12/5/2018,Siri Indian Restaurant,SIRI INDIAN RESTAURANT,37.33,debit,Restaurants,Chase Saphire
12/5/2018,Pocket Prep,GOOGLE *Pocket Prep,13.99,debit,Education,Chase Saphire
12/5/2018,Transfer to Emergency Fund Savings,Transfer To ONLINE SAVINGS 3148,650,debit,Transfer,JOINT CASHBACK CHECKING
12/6/2018,Hbo Dig,GOOGLE *HBO DIG,14.99,debit,Movies & DVDs,JOINT CASHBACK CHECKING
12/6/2018,Property Paymen,PROPERTY PAYMEN,1921.04,debit,Mortgage & Rent,JOINT CASHBACK CHECKING
12/6/2018,7-Eleven,7-ELEVEN 33839,4.08,debit,Fast Food,Chase Saphire
12/6/2018,Coin Mach,COINMACH CHICAGO IL,1.75,debit,Home,Chase Saphire
12/7/2018,Facebook,FACEBK *NETWORKFORGOOD DONATE.FB.COMCA P1960186024097411,10,debit,Charity,Discover it Card
12/7/2018,Comcast,COMCAST CHICAGO,44.99,debit,Television,JOINT CASHBACK CHECKING
12/7/2018,Mediterranean Grilles,ROTI MEDITERRANEAN GRILL,9.76,debit,Fast Food,Chase Saphire
12/7/2018,7-Eleven,7-ELEVEN 33839,6.6,debit,Fast Food,Chase Saphire
12/7/2018,Starbucks,STARBUCKS,25,debit,Coffee Shops,Chase Saphire
12/9/2018,Tst Flight Club,TST* FLIGHT CLUB,7.69,debit,Restaurants,Chase Saphire
12/9/2018,Big Shoulder Coffee,BIG SHOULDER COFFEE LAKE,4.4,debit,Coffee Shops,Chase Saphire
12/9/2018,Chipotle,CHIPOTLE 0091,11.21,debit,Fast Food,Chase Saphire
12/10/2018,Francesca Taylor,FRANCESCA'S ON TAYLOR,54.27,debit,Restaurants,Chase Saphire
12/10/2018,Transfer to Chase Saphire,Payment to Chase card ending in5050 12/10,767.86,debit,Credit Card Payment,TOTAL CHECKING
12/10/2018,Venmo,VENMO            PAYMENT    1563936080      WEB ID: 3264681992,10,debit,Transfer,TOTAL CHECKING
12/11/2018,Tst Pork Mindy,TST* PORK & MINDY S - WEL,8.82,debit,Restaurants,Chase Saphire
12/11/2018,Starbucks,STARBUCKS,10,debit,Coffee Shops,Chase Saphire
12/13/2018,Chilango Il,CHILANGO IL,19.67,debit,Restaurants,Chase Saphire
12/13/2018,Starbucks,STARBUCKS,10,debit,Coffee Shops,Chase Saphire
12/13/2018,Siri Indian Restaurant,SIRI INDIAN RESTAURANT,38.44,debit,Restaurants,Chase Saphire
12/13/2018,7-Eleven,7-ELEVEN 33839,12.16,debit,Fast Food,Chase Saphire
12/13/2018,Pmi Membership,PMI - Membership,139,debit,Business Services,Chase Saphire
12/13/2018,Pmi Certification,PMI - Certification,225,debit,Education,Chase Saphire
12/14/2018,Starbucks,STARBUCKS,15,debit,Coffee Shops,Chase Saphire
12/16/2018,Facebook,FACEBK *RUNNINGSTART DONATE.FB.COMCA P1964819996967354,25,debit,Charity,Discover it Card
12/16/2018,Jets Pizza,JETS PIZZA - IL-023 - ECO,30.75,debit,Fast Food,Chase Saphire
12/18/2018,McDonald's,MCDONALD'S F36148,9.47,debit,Fast Food,Chase Saphire
12/18/2018,Hair Gallery,XEX HAIR GALLERY,55.2,debit,Hair,Chase Saphire
12/18/2018,Yummy Thai,YUMMY THAI,18.11,debit,Restaurants,Chase Saphire
12/19/2018,Transfer to Discover it Card,ACH Withdrawal DISCOVER,20.04,debit,Credit Card Payment,Discover Savings
12/19/2018,Chilango Il,CHILANGO IL,19.67,debit,Restaurants,Chase Saphire
12/19/2018,Tst Pork Mindy,TST* PORK & MINDY S - WEL,8.82,debit,Restaurants,Chase Saphire
12/20/2018,Ub Dogs,UB DOGS,6.95,debit,Fast Food,Chase Saphire
12/20/2018,Starbucks,STARBUCKS,15,debit,Coffee Shops,Chase Saphire
12/20/2018,Big Shoulder Coffee,BIG SHOULDER COFFEE LAKE,6.11,debit,Coffee Shops,Chase Saphire
12/21/2018,Siri,SIRI CHICAGO,39.33,debit,Restaurants,Chase Saphire
12/21/2018,Epic Burger,EPIC BURGER,14.44,debit,Fast Food,Chase Saphire
